Down-log2(FC)	Down-entry	Down-mgi_symbol	Down-refseq_mrna	Down-entrezgene	Down-description
-1.67873423142371	2795	Acbd4	0	67131	acyl-Coenzyme A binding domain containing 4 [Source:MGI Symbol
-1.67868622691612	1175	Gm16675	0	NA	predicted gene
-1.67822590316121	10969	mt-Co3	17710	17710	mitochondrially encoded cytochrome c oxidase III [Source:MGI Symbol
-1.67797890849654	3478	Pcdhga5	NM_033588	93713	protocadherin gamma subfamily A
-1.67757484833765	2251	Tmbim1	NM_027154	69660	transmembrane BAX inhibitor motif containing 1 [Source:MGI Symbol
-1.67594882408448	929	Rai14	NM_030690	75646	retinoic acid induced 14 [Source:MGI Symbol
-1.67581980798972	2832	Slc8b1	NM_133221	170756	solute carrier family 8 (sodium/lithium/calcium exchanger)
-1.67547749875275	1541	Tmem181b-ps	0	NA	transmembrane protein 181B
-1.67477200113448	2814	Oas2	NM_145227	246728	2'-5' oligoadenylate synthetase 2 [Source:MGI Symbol
-1.67361086225606	1337	Tbc1d2	NM_198664	381605	TBC1 domain family
-1.67197702167587	2162	Pmaip1	NM_021451	58801	phorbol-12-myristate-13-acetate-induced protein 1 [Source:MGI Symbol
-1.67180979616472	1315	Syk	0	20963	spleen tyrosine kinase [Source:MGI Symbol
-1.67006026974521	1818	Slfn2	NM_011408	20556	schlafen 2 [Source:MGI Symbol
-1.66659256149885	493	Homer3	0	26558	homer scaffolding protein 3 [Source:MGI Symbol
-1.66575373466795	1008	Gm10031	0	NA	predicted pseudogene 10031 [Source:MGI Symbol
-1.66486291785715	1118	Tmem216	0	68642	transmembrane protein 216 [Source:MGI Symbol
-1.66352291680774	5232	Pde4b	0	18578	phosphodiesterase 4B
-1.66158586109472	1015	Odf2l	0	52184	outer dense fiber of sperm tails 2-like [Source:MGI Symbol
-1.66157183009924	1035	Oas1a	NM_145211	246730	2'-5' oligoadenylate synthetase 1A [Source:MGI Symbol
-1.65912950263546	206	Id2	NM_010496	15902	inhibitor of DNA binding 2 [Source:MGI Symbol
-1.65869920188011	2571	B4galt5	0	56336	UDP-Gal:betaGlcNAc beta 1
-1.6581336329247	5700	Gm27624	0	NA	predicted gene
-1.65666012803695	383	Azin1	NM_001301688	54375	antizyme inhibitor 1 [Source:MGI Symbol
-1.6546828672656	1516	Stra6l	0	74152	STRA6-like [Source:MGI Symbol
-1.65225348301077	720	Eif5	NM_173363	217869	eukaryotic translation initiation factor 5 [Source:MGI Symbol
-1.65204202476156	1042	Suco	NM_172645	226551	SUN domain containing ossification factor [Source:MGI Symbol
-1.65100382254176	2517	Pmepa1	NM_022995	65112	prostate transmembrane protein
-1.64807692643306	1935	Gm20559	0	NA	predicted gene
-1.64515444109225	3658	Ubc	0	22190	ubiquitin C [Source:MGI Symbol
-1.64513962012487	2523	Gm15440	0	NA	predicted gene 15440 [Source:MGI Symbol
-1.64454016502298	252	Mocs2	NM_013826	17434	molybdenum cofactor synthesis 2 [Source:MGI Symbol
-1.64422624937253	1195	Vps37b	NM_177876	330192	vacuolar protein sorting 37B [Source:MGI Symbol
-1.64350798228525	1557	Tyw5	NM_001302963	68736	tRNA-yW synthesizing protein 5 [Source:MGI Symbol
-1.6419580849623	1640	Nfkbib	NM_010908	18036	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor
-1.64085652906406	2318	Pls3	NM_001166453	102866	plastin 3 (T-isoform) [Source:MGI Symbol
-1.64029447489104	3140	Cxcl9	NM_008599	17329	chemokine (C-X-C motif) ligand 9 [Source:MGI Symbol
-1.64010263037909	2860	Bnip3	NM_009760	12176	BCL2/adenovirus E1B interacting protein 3 [Source:MGI Symbol
-1.63085137958892	7211	Ccl4	NM_013652	20303	chemokine (C-C motif) ligand 4 [Source:MGI Symbol
-1.63068280381003	4456	Slc2a1	NM_011400	20525	solute carrier family 2 (facilitated glucose transporter)
-1.62657297611896	4702	Kcnn4	NM_008433	16534	potassium intermediate/small conductance calcium-activated channel
-1.62634602632884	407	Txnrd1	NM_001042523	50493	thioredoxin reductase 1 [Source:MGI Symbol
-1.62587142017039	1372	Tspan3	NM_019793	56434	tetraspanin 3 [Source:MGI Symbol
-1.62423923581586	1685	Edil3	NM_001037987	13612	EGF-like repeats and discoidin I-like domains 3 [Source:MGI Symbol
-1.62355773726167	830	B4galt7	NM_001311137	218271	xylosylprotein beta1
-1.62090661329721	6229	Zfp112	0	57745	zinc finger protein 112 [Source:MGI Symbol
-1.61991887609186	7299	Srgap3	NM_080448	259302	SLIT-ROBO Rho GTPase activating protein 3 [Source:MGI Symbol
-1.61839396509277	1509	Fbxo36	NM_025386	66153	F-box protein 36 [Source:MGI Symbol
-1.61541504665515	2056	Sec61a2	NM_021305	57743	Sec61
-1.61499525169734	5008	Map4	NM_001205330	17758	microtubule-associated protein 4 [Source:MGI Symbol
-1.61378759104835	6381	Glrx	NM_053108	93692	glutaredoxin [Source:MGI Symbol
-1.61289573612771	904	Il7r	NM_008372	16197	interleukin 7 receptor [Source:MGI Symbol
-1.61248922585938	2565	Camsap1	NM_001276360	227634	calmodulin regulated spectrin-associated protein 1 [Source:MGI Symbol
-1.61211632094995	443	Blcap	0	53619	bladder cancer associated protein [Source:MGI Symbol
-1.61089125280926	5573	Gm15050	0	NA	predicted gene 15050 [Source:MGI Symbol
-1.61042795285499	556	Gpr137b	NM_031999	83924	G protein-coupled receptor 137B [Source:MGI Symbol
-1.60643082805107	4314	Trim7	NM_053166	94089	tripartite motif-containing 7 [Source:MGI Symbol
-1.60567594656324	1399	Zfp938	NM_001105557	237411	zinc finger protein 938 [Source:MGI Symbol
-1.60479053775106	1054	Snx1	NM_019727	56440	sorting nexin 1 [Source:MGI Symbol
-1.60335673427633	650	Pef1	0	67898	penta-EF hand domain containing 1 [Source:MGI Symbol
-1.59908178877533	682	Zfand2a	0	100494	zinc finger
-1.59881592826315	1176	Gm7334	0	NA	predicted gene 7334 [Source:MGI Symbol
-1.59824933427806	2869	Hist1h1c	NM_015786	50708	histone cluster 1
-1.59807280758112	933	Tmem62	NM_175285	96957	transmembrane protein 62 [Source:MGI Symbol
-1.59666216502948	952	Sirt6	NM_001163430	50721	sirtuin 6 [Source:MGI Symbol
-1.59329212163228	466	Prr13	0	66151	proline rich 13 [Source:MGI Symbol
-1.59258670352458	852	Ralgps1	NM_001290572	241308	Ral GEF with PH domain and SH3 binding motif 1 [Source:MGI Symbol
-1.59192631599979	1445	Gm10425	0	NA	predicted gene 10425 [Source:MGI Symbol
-1.59180964318084	1350	Tnfaip2	NM_009396	21928	tumor necrosis factor
-1.58884191992029	4624	Vwf	0	22371	Von Willebrand factor [Source:MGI Symbol
-1.58784110854452	5190	Pdgfrl	0	68797	platelet-derived growth factor receptor-like [Source:MGI Symbol
-1.58690672946277	2878	Cldn34c1	NM_001310652	73061	claudin 34C1 [Source:MGI Symbol
-1.58678334761095	4515	Sipa1l1	NM_001167983	217692	signal-induced proliferation-associated 1 like 1 [Source:MGI Symbol
-1.58666062611908	1491	Nkiras2	0	71966	NFKB inhibitor interacting Ras-like protein 2 [Source:MGI Symbol
-1.58620480654967	1553	Akap3	NM_009650	11642	A kinase (PRKA) anchor protein 3 [Source:MGI Symbol
-1.58095545763713	3260	Tmem116	0	77462	transmembrane protein 116 [Source:MGI Symbol
-1.58021609787628	317	Eaf1	NM_028932	74427	ELL associated factor 1 [Source:MGI Symbol
-1.57757603599298	1254	Capn10	NM_011796	23830	calpain 10 [Source:MGI Symbol
-1.57559751241275	7193	Dnhd1	0	77505	dynein heavy chain domain 1 [Source:MGI Symbol
-1.57451637016426	2150	Ccdc189	NM_001033040	233899	coiled-coil domain containing 189 [Source:MGI Symbol
-1.5725148714005	5784	Pde1b	NM_008800	18574	phosphodiesterase 1B
-1.57058466722679	3175	C1s1	NM_144938	50908	complement component 1
-1.56841804903712	4392	Rapgef2	NM_001310536	76089	Rap guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol
-1.56675270840513	1566	Smpd5	NM_001195537	100503915	sphingomyelin phosphodiesterase 5 [Source:MGI Symbol
-1.56587481408486	3655	1700055D18Rik	0	NA	RIKEN cDNA 1700055D18 gene [Source:MGI Symbol
-1.56543593022594	2817	Mfsd9	NM_172499	211798	major facilitator superfamily domain containing 9 [Source:MGI Symbol
-1.565179887945	3401	Slc39a14	NM_144808	213053	solute carrier family 39 (zinc transporter)
-1.56428939408983	3550	Slfn8	NM_181545	276950	schlafen 8 [Source:MGI Symbol
-1.56292132014315	3614	Stat2	0	20847	signal transducer and activator of transcription 2 [Source:MGI Symbol
-1.56204463029382	2191	Vopp1	0	232023	vesicular
-1.55957654862129	2037	Gorab	NM_001313738	98376	golgin
-1.55953752246945	4421	9130208D14Rik	0	NA	RIKEN cDNA 9130208D14 gene [Source:MGI Symbol
-1.55845719102389	3479	Pim1	NM_008842	18712	proviral integration site 1 [Source:MGI Symbol
-1.55838091402057	1925	Pqlc2	0	212555	PQ loop repeat containing 2 [Source:MGI Symbol
-1.55807968826145	568	Adssl1	0	11565	adenylosuccinate synthetase like 1 [Source:MGI Symbol
-1.55794922605967	1833	Gm15487	0	NA	predicted gene 15487 [Source:MGI Symbol
-1.55603178043849	1293	Plekhj1	NM_023900	78670	pleckstrin homology domain containing
-1.55453070050097	4185	Stk40	NM_028800	74178	serine/threonine kinase 40 [Source:MGI Symbol
-1.55389344193545	1856	Malsu1	NM_029353	75593	mitochondrial assembly of ribosomal large subunit 1 [Source:MGI Symbol
-1.55365981409321	2551	Gm20604	NM_001142939	100859931	predicted gene 20604 [Source:MGI Symbol
-1.55336989462765	9858	Gm28635	0	12388	predicted gene 28635 [Source:MGI Symbol
-1.55334459245244	1549	Slc9a3r1	NM_012030	26941	solute carrier family 9 (sodium/hydrogen exchanger)
-1.55166248312582	1790	Casz1	NM_027195	69743	castor zinc finger 1 [Source:MGI Symbol
-1.54952111483714	796	Lrrc8d	NM_001122768	231549	leucine rich repeat containing 8D [Source:MGI Symbol
-1.54693616525306	1305	Sbds	NM_023248	66711	Shwachman-Bodian-Diamond syndrome homolog (human) [Source:MGI Symbol
-1.54599490191336	781	Riok3	NM_024182	66878	RIO kinase 3 [Source:MGI Symbol
-1.54599204771862	1233	Bbs5	NM_028284	72569	Bardet-Biedl syndrome 5 (human) [Source:MGI Symbol
-1.54588251695447	2175	Cd82	NM_001271430	12521	CD82 antigen [Source:MGI Symbol
-1.54568058362115	1854	Parp10	0	671535	poly (ADP-ribose) polymerase family
-1.54329283297157	1211	Ptk2	NM_007982	14083	PTK2 protein tyrosine kinase 2 [Source:MGI Symbol
-1.54243456766156	3176	Bbs1	NM_001033128	52028	Bardet-Biedl syndrome 1 (human) [Source:MGI Symbol
-1.54103373012882	1281	Katnbl1	NM_024254	72425	katanin p80 subunit B like 1 [Source:MGI Symbol
-1.53250489903616	3486	Cytip	NM_139200	227929	cytohesin 1 interacting protein [Source:MGI Symbol
-1.53196666621324	3526	Erdr1	0	170942	erythroid differentiation regulator 1 [Source:MGI Symbol
-1.5277239709347	4511	Fam102b	0	329739	family with sequence similarity 102
-1.5274873954984	5280	Ebi3	NM_015766	50498	Epstein-Barr virus induced gene 3 [Source:MGI Symbol
-1.52682410532136	5369	Cdc42ep4	NM_020006	56699	CDC42 effector protein (Rho GTPase binding) 4 [Source:MGI Symbol
-1.52359359611465	4438	Cenpj	NM_001014996	219103	centromere protein J [Source:MGI Symbol
-1.52345815931713	1110	Ass1	NM_007494	11898	argininosuccinate synthetase 1 [Source:MGI Symbol
-1.52202089959084	3376	Rnf135	NM_028019	71956	ring finger protein 135 [Source:MGI Symbol
-1.52051151373375	2377	Rdh5	NM_134006	19682	retinol dehydrogenase 5 [Source:MGI Symbol
-1.52032851195811	1589	Cav1	NM_007616	12389	caveolin 1
-1.51857357738793	4110	Prelid2	NM_029942	77619	PRELI domain containing 2 [Source:MGI Symbol
-1.51794896458687	1138	Gm20632	0	NA	predicted gene 20632 [Source:MGI Symbol
-1.51744822196881	1002	Tmem161b	NM_175187	72745	transmembrane protein 161B [Source:MGI Symbol
-1.51720035294182	3558	Dot1l	NM_199322	208266	DOT1-like
-1.51676666321313	809	Gtf2h2	0	23894	general transcription factor II H
-1.51498987210901	8554	Zc3hav1l	NM_172467	209032	zinc finger CCCH-type
-1.51439915091095	3057	Phf11b	NM_001164327	236451	PHD finger protein 11B [Source:MGI Symbol
-1.51353315509602	1100	Zcchc2	NM_001122676	227449	zinc finger
-1.51339294700288	3365	F5	NM_007976	14067	coagulation factor V [Source:MGI Symbol
-1.5108560364942	5836	Pnpla1	0	433091	patatin-like phospholipase domain containing 1 [Source:MGI Symbol
-1.51085469458471	1253	Mafg	0	17134	v-maf musculoaponeurotic fibrosarcoma oncogene family
-1.50826841553428	2528	Sertad1	NM_018820	55942	SERTA domain containing 1 [Source:MGI Symbol
-1.50805676146616	2744	Pkp3	NM_001162924	56460	plakophilin 3 [Source:MGI Symbol
-1.50791375494902	1828	Fabp3	NM_010174	14077	fatty acid binding protein 3
-1.50767542852047	6936	Atp8a2	NM_015803	50769	ATPase
-1.50740843590752	5482	Fbxl5	0	242960	F-box and leucine-rich repeat protein 5 [Source:MGI Symbol
-1.50698083838769	5514	Cfap43	NM_027559	414801	cilia and flagella associated protein 43 [Source:MGI Symbol
-1.50690746461421	1391	Ribc1	NM_025660	66611	RIB43A domain with coiled-coils 1 [Source:MGI Symbol
-1.50609932002612	3695	Ap3s1-ps1	0	NA	adaptor-related protein complex 3
-1.50496559953617	2428	Ktn1	0	16709	kinectin 1 [Source:MGI Symbol
-1.50309798278084	2909	Cdkn2b	NM_007670	12579	cyclin-dependent kinase inhibitor 2B (p15
-1.49945336874704	1135	Alg12	0	223774	asparagine-linked glycosylation 12 (alpha-1
-1.49886792296205	1133	Cdkn1a	NM_001111099	12575	cyclin-dependent kinase inhibitor 1A (P21) [Source:MGI Symbol
-1.49885614735754	1800	Prkab1	NM_031869	19079	protein kinase
-1.49852273968152	2240	Nol3	NM_030152	78688	nucleolar protein 3 (apoptosis repressor with CARD domain) [Source:MGI Symbol
-1.49750250459015	5288	Rab11fip1	NM_001080813	75767	RAB11 family interacting protein 1 (class I) [Source:MGI Symbol
-1.49700035547712	1953	Tmem220	NM_177392	338369	transmembrane protein 220 [Source:MGI Symbol
-1.49675277021542	4661	Gm12708	0	NA	predicted gene 12708 [Source:MGI Symbol
-1.4963042937353	7191	Gm12764	0	NA	predicted gene 12764 [Source:MGI Symbol
-1.49580904663038	5714	Ankrd37	NM_001039562	654824	ankyrin repeat domain 37 [Source:MGI Symbol
-1.49546064255568	2211	Mrgbp	0	73247	MRG/MORF4L binding protein [Source:MGI Symbol
-1.49089041495242	1619	Zfp800	NM_001081678	627049	zinc finger protein 800 [Source:MGI Symbol
-1.49072422173972	1519	Hemk1	NM_133984	69536	HemK methyltransferase family member 1 [Source:MGI Symbol
-1.49004286466662	2769	Mipol1	0	73490	mirror-image polydactyly 1 [Source:MGI Symbol
-1.48943884376882	578	Slfn3	NM_011409	20557	schlafen 3 [Source:MGI Symbol
-1.48846100220722	2385	Gm10359	0	NA	predicted gene 10359 [Source:MGI Symbol
-1.48767874437594	2763	Ptpn12	NM_011203	19248	protein tyrosine phosphatase
-1.48717840622656	1497	Gm11425	0	NA	predicted gene 11425 [Source:MGI Symbol
-1.4863442746261	671	Slfn10-ps	0	NA	schlafen 10
-1.48280545194371	4724	Vnn3	NM_011979	26464	vanin 3 [Source:MGI Symbol
-1.47890184685325	1402	Fnip2	0	329679	folliculin interacting protein 2 [Source:MGI Symbol
-1.47614805741503	990	Mief2	NM_001009927	237781	mitochondrial elongation factor 2 [Source:MGI Symbol
-1.47496641055536	2147	Msmo1	NM_025436	66234	methylsterol monoxygenase 1 [Source:MGI Symbol
-1.47481735896052	935	Stac2	NM_146028	217154	SH3 and cysteine rich domain 2 [Source:MGI Symbol
-1.47471786062074	2485	Zfp677	NM_172486	210503	zinc finger protein 677 [Source:MGI Symbol
-1.47398493679028	1817	1500011B03Rik	0	NA	RIKEN cDNA 1500011B03 gene [Source:MGI Symbol
-1.47333038487297	3772	Nfkb2	NM_001177369	18034	nuclear factor of kappa light polypeptide gene enhancer in B cells 2
-1.47088161906591	1047	Bsg	NM_001077184	12215	basigin [Source:MGI Symbol
-1.4700570182421	7215	Kctd12	NM_177715	239217	potassium channel tetramerisation domain containing 12 [Source:MGI Symbol
-1.46990446788782	5068	Cpne1	0	266692	copine I [Source:MGI Symbol
-1.46932770414821	1380	1700047I17Rik2	NM_001100116	100101807	RIKEN cDNA 1700047I17 gene 2 [Source:MGI Symbol
-1.46729745453602	3667	Gm15247	0	NA	predicted gene 15247 [Source:MGI Symbol
-1.46714809169637	8794	Ntng2	0	171171	netrin G2 [Source:MGI Symbol
-1.46695761375999	3098	Gm6904	NM_001164329	628693	predicted gene 6904 [Source:MGI Symbol
-1.46525973481496	4141	Gm16973	0	NA	predicted gene
-1.4642229152256	4581	Tmcc3	NM_172051	319880	transmembrane and coiled coil domains 3 [Source:MGI Symbol
-1.46383372252694	4790	Klf6	NM_011803	23849	Kruppel-like factor 6 [Source:MGI Symbol
-1.46177410160485	1482	Mgst2	0	211666	microsomal glutathione S-transferase 2 [Source:MGI Symbol
-1.45842289554436	3200	Daxx	0	13163	Fas death domain-associated protein [Source:MGI Symbol
-1.4563150508683	4915	Ralgds	0	19730	ral guanine nucleotide dissociation stimulator [Source:MGI Symbol
-1.45623861733615	614	Baiap2	NM_001037755	108100	brain-specific angiogenesis inhibitor 1-associated protein 2 [Source:MGI Symbol
-1.45585972797571	5233	Gm11131	0	NA	predicted gene 11131 [Source:MGI Symbol
-1.45409726444365	4315	Zufsp	NM_028287	72580	zinc finger with UFM1-specific peptidase domain [Source:MGI Symbol
-1.45340675041699	2939	Pcdhgb2	NM_033575	93700	protocadherin gamma subfamily B
-1.45046300995294	712	1110008F13Rik	NM_026124	67388	RIKEN cDNA 1110008F13 gene [Source:MGI Symbol
-1.44937392626751	2145	Galns	NM_016722	50917	galactosamine (N-acetyl)-6-sulfate sulfatase [Source:MGI Symbol
-1.44924053152163	668	Tgds	NM_029578	76355	TDP-glucose 4
-1.44898851319392	751	Tmem35b	0	100039968	transmembrane protein 35B [Source:MGI Symbol
-1.44569112788004	1511	Lamc1	NM_010683	226519	laminin
-1.44325815230318	4032	Mier3	NM_172593	218613	MIER family member 3 [Source:MGI Symbol
-1.44256516776551	3278	Samd9l	NM_010156	209086	sterile alpha motif domain containing 9-like [Source:MGI Symbol
-1.44213400364563	1449	Tmem184b	NM_001253819	223693	transmembrane protein 184b [Source:MGI Symbol
-1.44179721953752	5703	Ifitm1	NM_026820	68713	interferon induced transmembrane protein 1 [Source:MGI Symbol
-1.44118152151569	4441	Akt3	0	23797	thymoma viral proto-oncogene 3 [Source:MGI Symbol
-1.44113159510002	1425	Nkiras1	NM_001316712	69721	NFKB inhibitor interacting Ras-like protein 1 [Source:MGI Symbol
-1.4401421706824	1427	Raet1e	0	379043	retinoic acid early transcript 1E [Source:MGI Symbol
-1.4396441564127	1076	Atf5	0	107503	activating transcription factor 5 [Source:MGI Symbol
-1.43754245742936	649	Cln5	NM_001033242	211286	ceroid-lipofuscinosis
-1.43728420096345	3561	Pla2g4a	NM_008869	18783	phospholipase A2
-1.43606464658852	628	Lrp11	0	237253	low density lipoprotein receptor-related protein 11 [Source:MGI Symbol
-1.43390896568311	3101	BC017643	NM_001254735	217370	cDNA sequence BC017643 [Source:MGI Symbol
-1.4337418168597	3645	Gm10557	0	NA	predicted gene 10557 [Source:MGI Symbol
-1.43204951868018	5229	Gm7008	0	NA	predicted gene 7008 [Source:MGI Symbol
-1.43203498212577	1990	Rusc2	NM_001037709	100213	RUN and SH3 domain containing 2 [Source:MGI Symbol
-1.4302751859648	805	Gm10145	0	NA	predicted gene 10145 [Source:MGI Symbol
-1.43003108913322	2662	Mmp27	NM_001310717	234911	matrix metallopeptidase 27 [Source:MGI Symbol
-1.42995663830288	10357	Gm11175	0	NA	predicted gene 11175 [Source:MGI Symbol
-1.42967776572373	485	Zfand5	NM_009551	22682	zinc finger
-1.4295431675021	5354	Tle3	NM_009389	21887	transducin-like enhancer of split 3 [Source:MGI Symbol
-1.42901242590334	7600	Gm14636	0	NA	predicted gene 14636 [Source:MGI Symbol
-1.42654504089151	4384	Sowahc	NM_172939	268301	sosondowah ankyrin repeat domain family member C [Source:MGI Symbol
-1.4262622447389	2988	Junos	0	NA	jun proto-oncogene
-1.42197199749809	8069	H2-Q10	0	15007	histocompatibility 2
-1.42135545873823	695	Ftl1	NM_010240	14325	ferritin light polypeptide 1 [Source:MGI Symbol
-1.42028295677905	7147	Ralgapa2	NM_001033348	241694	Ral GTPase activating protein
-1.41911788785054	5329	Ms4a4b	0	60361	membrane-spanning 4-domains
-1.41765870844366	2116	Aldh1b1	NM_028270	72535	aldehyde dehydrogenase 1 family
-1.41757364870168	2292	Gm10297	0	NA	predicted pseudogene 10297 [Source:MGI Symbol
-1.41592957150594	2574	Gm21887	0	NA	predicted gene
-1.41545515911038	3447	Wnt9a	0	216795	wingless-type MMTV integration site family
-1.4150778332816	5692	Gpr35	0	64095	G protein-coupled receptor 35 [Source:MGI Symbol
-1.41265886353492	1413	Pex11a	NM_011068	18631	peroxisomal biogenesis factor 11 alpha [Source:MGI Symbol
-1.41213741091767	2957	Tor3a	0	30935	torsin family 3
-1.41064654253036	6031	Gm8979	0	NA	predicted gene 8979 [Source:MGI Symbol
-1.41057310856456	938	Eml2	0	72205	echinoderm microtubule associated protein like 2 [Source:MGI Symbol
-1.41054597673868	1250	Tatdn2	NM_001033463	381801	TatD DNase domain containing 2 [Source:MGI Symbol
-1.40885384893916	3458	N4bp2	NM_001024917	333789	NEDD4 binding protein 2 [Source:MGI Symbol
-1.40624481303177	2072	Plgrkt	NM_026362	67759	plasminogen receptor
-1.4059689719757	3841	C330011M18Rik	0	NA	RIKEN cDNA C330011M18 gene [Source:MGI Symbol
-1.40554552439021	647	Isca2	NM_028863	74316	iron-sulfur cluster assembly 2 [Source:MGI Symbol
-1.40544923382249	5109	Cnbd2	NM_027585	70873	cyclic nucleotide binding domain containing 2 [Source:MGI Symbol
-1.40480601002244	3611	Pgs1	NM_133757	74451	phosphatidylglycerophosphate synthase 1 [Source:MGI Symbol
-1.40401274527957	3760	Xylt2	NM_145828	217119	xylosyltransferase II [Source:MGI Symbol
-1.40164516331297	4044	Treml2	NM_001033405	328833	triggering receptor expressed on myeloid cells-like 2 [Source:MGI Symbol
-1.40106153433779	4507	Cd109	NM_153098	235505	CD109 antigen [Source:MGI Symbol
-1.40106029621013	2345	Faap24	NM_178643	101831	Fanconi anemia core complex associated protein 24 [Source:MGI Symbol
-1.3982484365984	2255	Gm11427	0	NA	predicted gene 11427 [Source:MGI Symbol
-1.39696248056004	3033	Mgea5	NM_023799	76055	meningioma expressed antigen 5 (hyaluronidase) [Source:MGI Symbol
-1.39653516149506	1053	Med10	NM_138596	28077	mediator complex subunit 10 [Source:MGI Symbol
-1.39328948740557	4356	Arrdc2	0	70807	arrestin domain containing 2 [Source:MGI Symbol
-1.39275097994584	5341	Slc39a13	NM_001290765	68427	solute carrier family 39 (metal ion transporter)
-1.39203597203016	7303	2810047C21Rik1	0	NA	RIKEN cDNA 2810047C21 gene 1 [Source:MGI Symbol
-1.39166105737096	1170	Immp1l	NM_028260	66541	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae) [Source:MGI Symbol
-1.39088495036565	1007	Insl6	NM_013754	27356	insulin-like 6 [Source:MGI Symbol
-1.38969530115307	2036	Prrg2	0	65116	proline-rich Gla (G-carboxyglutamic acid) polypeptide 2 [Source:MGI Symbol
-1.38891297006515	1763	Tbc1d9	NM_027758	71310	TBC1 domain family
-1.38877726036247	1665	Pttg1ip	NM_145925	108705	pituitary tumor-transforming 1 interacting protein [Source:MGI Symbol
-1.38571978524705	2050	Cxcl16	NM_023158	66102	chemokine (C-X-C motif) ligand 16 [Source:MGI Symbol
-1.38566875869584	3350	5430405H02Rik	0	NA	RIKEN cDNA 5430405H02 gene [Source:MGI Symbol
-1.38422102222809	5779	Fstl3	NM_031380	83554	follistatin-like 3 [Source:MGI Symbol
-1.38227997063949	2203	Ciapin1	NM_134141	109006	cytokine induced apoptosis inhibitor 1 [Source:MGI Symbol
-1.38185123461409	1332	Emilin2	NM_145158	246707	elastin microfibril interfacer 2 [Source:MGI Symbol
-1.38112512768769	925	Dcun1d3	NM_001163703	233805	DCN1
-1.38042744510802	600	Hyal2	0	15587	hyaluronoglucosaminidase 2 [Source:MGI Symbol
-1.38022709297853	2089	Dgat1	NM_010046	13350	diacylglycerol O-acyltransferase 1 [Source:MGI Symbol
-1.37990168400248	4884	Spred3	NM_182927	101809	sprouty-related
-1.3785489920269	4917	Gm13205	0	NA	predicted gene 13205 [Source:MGI Symbol
-1.37704164152327	9381	6430590A07Rik	0	NA	RIKEN cDNA 6430590A07 gene [Source:MGI Symbol
-1.37663255300747	4466	Birc3	NM_007464	11796	baculoviral IAP repeat-containing 3 [Source:MGI Symbol
-1.37564640199953	9582	Art3	0	109979	ADP-ribosyltransferase 3 [Source:MGI Symbol
-1.37556025085859	2028	Gm38166	0	NA	predicted gene
-1.37526122941223	8293	Nup210l	0	77595	nucleoporin 210-like [Source:MGI Symbol
-1.37413514875265	1247	Zfp35	NM_011755	22694	zinc finger protein 35 [Source:MGI Symbol
-1.37405954064857	2488	Apbb2	0	11787	amyloid beta (A4) precursor protein-binding
-1.37341065812729	1555	S1pr1	NM_007901	13609	sphingosine-1-phosphate receptor 1 [Source:MGI Symbol
-1.37271805138979	3491	Tmem170	NM_025781	66817	transmembrane protein 170 [Source:MGI Symbol
-1.3725861392858	4904	Gm6483	0	NA	predicted gene 6483 [Source:MGI Symbol
-1.37180318284772	2702	Parp12	NM_172893	243771	poly (ADP-ribose) polymerase family
-1.37164533185468	3368	Cacnb1	NM_145121	12295	calcium channel
-1.37082087153079	1160	Snx16	NM_001127191	74718	sorting nexin 16 [Source:MGI Symbol
-1.37046727788148	4452	Rela	NM_009045	19697	v-rel reticuloendotheliosis viral oncogene homolog A (avian) [Source:MGI Symbol
-1.36838162487064	2584	Tmem138	NM_028411	72982	transmembrane protein 138 [Source:MGI Symbol
-1.36781674088933	2572	Prdx5	0	54683	peroxiredoxin 5 [Source:MGI Symbol
-1.36688174585068	4815	Gm21092	0	NA	predicted gene
-1.36675872654824	2881	Tfcp2	NM_033476	21422	transcription factor CP2 [Source:MGI Symbol
-1.36549923318776	1194	Mapk6	0	50772	mitogen-activated protein kinase 6 [Source:MGI Symbol
-1.36510690657938	1016	Ptch1	NM_008957	19206	patched 1 [Source:MGI Symbol
-1.36399002110952	2907	Mnda	NM_001033450	381308	myeloid cell nuclear differentiation antigen [Source:MGI Symbol
-1.36260561790437	3622	Numb	NM_001272056	18222	numb homolog (Drosophila) [Source:MGI Symbol
-1.36209200309793	2426	Catsper2	0	212670	cation channel
-1.36208361372474	2589	Spred2	0	114716	sprouty-related
-1.36193788796068	2994	Parp11	0	101187	poly (ADP-ribose) polymerase family
-1.36173540613028	1535	Mpp5	NM_019579	56217	membrane protein
-1.36112296498236	534	Zwint	NM_001293683	52696	ZW10 interactor [Source:MGI Symbol
-1.36103547348817	2693	Tha1	NM_027919	71776	threonine aldolase 1 [Source:MGI Symbol
-1.35794135268928	7184	2310043P16Rik	0	NA	RIKEN cDNA 2310043P16 gene [Source:MGI Symbol
-1.35590595617431	2130	Insig2	NM_133748	72999	insulin induced gene 2 [Source:MGI Symbol
-1.3546568809338	8236	Galnt3	NM_015736	14425	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 [Source:MGI Symbol
